session_id,station_id,city,timestamp,duration_min,energy_kwh,vehicle_type,connector_type,payment_method,temperature_c,is_weekend,session_cost_usd,battery_start_pct,battery_end_pct,user_rating
1044,ST-008,Austin,2024-03-04 22:31:30,19.5,3.61,Tesla Model 3,CCS,Credit Card,14.4,False,0.84,75.5,80.3,4.0
1045,ST-016,Seattle,2024-10-29 03:12:28,22.0,4.8,BMW iX,J1772,RFID Card,1.2,False,1.58,46.6,53.0,4.0
1046,ST-007,Portland,2025-06-25 20:05:21,29.4,6.02,Tesla Model 3,Tesla Supercharger,App,26.3,False,1.62,9.6,17.6,4.5
1047,ST-020,Austin,2025-01-16 04:10:29,31.6,6.82,Nissan Leaf,CHAdeMO,Credit Card,-6.4,False,1.43,19.3,28.4,4.0
1048,ST-015,Denver,2024-01-20 04:34:06,16.4,2.89,Tesla Model Y,Tesla Supercharger,App,-3.3,True,0.75,19.7,23.6,1.0
1049,ST-001,Portland,2024-01-06 13:33:24,41.5,6.26,Ford Mustang Mach-E,CCS,App,-6.9,True,1.84,67.1,75.4,4.0
1050,ST-003,Denver,2024-02-13 09:03:19,13.2,2.53,Other,CCS,Credit Card,11.3,False,0.7,61.1,64.5,4.0
1051,ST-024,Raleigh,2024-05-26 16:56:23,8.0,2.0,Tesla Model Y,CCS,Free/Promotional,24.0,True,0.54,31.7,34.4,3.0
1052,ST-010,Seattle,2024-08-11 01:21:33,5.8,2.0,Tesla Model 3,Tesla Supercharger,Credit Card,25.8,True,0.59,51.1,53.8,5.0
1053,ST-007,Portland,2024-10-29 06:06:16,13.9,2.87,Tesla Model 3,Tesla Supercharger,Credit Card,8.3,False,0.73,46.5,50.3,3.5
1054,ST-014,Austin,2024-01-25 02:49:00,67.5,15.35,Hyundai Ioniq 5,CCS,App,-0.3,False,3.51,76.5,97.0,4.0
1055,ST-019,Portland,2025-03-02 23:23:44,133.9,26.28,Tesla Model 3,Tesla Supercharger,App,,True,6.96,38.1,73.1,3.0
1056,ST-012,Raleigh,2025-06-07 01:47:20,157.1,29.78,Nissan Leaf,CCS,Credit Card,31.1,True,7.86,29.1,68.8,4.0
1057,ST-013,Portland,2025-05-11 02:02:28,5.0,2.0,Nissan Leaf,Tesla Supercharger,App,27.5,True,0.59,63.6,66.3,3.0
1058,ST-007,Portland,2025-05-14 18:04:29,40.2,5.38,Tesla Model Y,Tesla Supercharger,Credit Card,27.7,False,1.53,77.5,84.7,4.5
1059,ST-003,Denver,2025-02-12 17:45:34,15.8,2.67,Rivian R1T,CHAdeMO,RFID Card,5.9,False,0.63,82.4,86.0,2.5
1060,ST-020,Austin,2024-12-04 11:02:40,9.6,2.3,Nissan Leaf,CCS,RFID Card,2.4,False,0.46,27.6,30.7,
1061,ST-025,Portland,2024-04-03 11:21:37,27.0,6.29,Other,CCS,Free/Promotional,17.3,False,1.62,43.1,51.5,4.5
1062,ST-001,Portland,2025-03-15 04:45:01,20.7,5.06,Chevy Bolt,Tesla Supercharger,App,5.5,True,1.42,45.6,52.3,3.0
1063,ST-021,Denver,2025-04-13 12:52:26,63.6,13.32,Chevy Bolt,CHAdeMO,Credit Card,18.7,True,3.12,65.8,83.6,4.5
1064,ST-007,Portland,2024-10-03 01:27:51,25.6,5.49,Chevy Bolt,CCS,Credit Card,10.3,False,1.58,17.6,24.9,4.0
1065,ST-003,Denver,2024-10-04 11:01:30,32.9,5.61,Tesla Model 3,Tesla Supercharger,App,11.6,False,1.6,9.3,16.8,3.0
1066,ST-023,Nashville,2025-03-19 21:18:14,26.3,6.06,Tesla Model Y,Tesla Supercharger,,15.5,False,1.54,68.9,77.0,4.5
1067,ST-020,Austin,2025-01-05 21:14:10,62.8,12.2,BMW iX,CCS,App,1.4,True,2.48,23.6,39.9,3.0
1068,ST-004,Seattle,2024-10-16 19:12:16,18.3,3.72,Tesla Model Y,Tesla Supercharger,App,13.9,False,1.04,70.9,75.9,
1069,ST-011,Nashville,2024-06-26 15:17:28,27.0,5.99,Ford Mustang Mach-E,CCS,App,,False,1.55,47.8,55.8,4.0
1070,ST-015,Denver,2024-04-04 01:38:57,27.6,4.88,Tesla Model 3,Tesla Supercharger,App,18.6,False,1.35,26.5,33.0,3.5
1071,ST-016,Seattle,2024-01-23 08:34:08,49.5,8.05,Tesla Model Y,Tesla Supercharger,Credit Card,,False,2.53,32.3,43.0,4.5
1072,ST-019,Portland,2024-01-07 17:12:51,12.7,2.0,BMW iX,CCS,App,3.1,True,0.61,40.4,43.1,5.0
1073,ST-009,Denver,2025-06-25 07:04:48,20.3,4.71,Nissan Leaf,J1772,RFID Card,25.0,False,1.27,39.0,45.3,4.0
1074,ST-015,Denver,2024-05-23 21:13:47,28.5,6.6,Nissan Leaf,J1772,App,34.1,False,1.73,28.6,37.4,5.0
1075,ST-018,Raleigh,2025-05-18 07:57:16,35.6,8.18,Tesla Model Y,Tesla Supercharger,RFID Card,26.4,True,2.04,41.8,52.7,
1076,ST-005,Nashville,2024-01-14 15:44:12,31.9,7.93,Chevy Bolt,J1772,RFID Card,2.8,True,1.81,14.0,24.6,4.5
1077,ST-016,Seattle,2024-06-21 18:59:54,100.3,15.96,Tesla Model Y,Tesla Supercharger,RFID Card,29.5,False,5.25,12.8,34.1,5.0
1078,ST-004,Seattle,2024-03-21 22:07:23,50.1,9.74,Nissan Leaf,J1772,Credit Card,17.1,False,2.66,62.0,75.0,3.5
1079,ST-020,Austin,2024-07-15 08:51:29,26.4,4.05,Tesla Model Y,CCS,App,32.8,False,0.94,55.7,61.1,5.0
1080,ST-003,Denver,2024-06-18 05:39:21,100.0,19.17,Tesla Model Y,Tesla Supercharger,App,34.3,False,5.46,38.6,64.2,4.5
1081,ST-004,Seattle,2024-01-03 10:58:10,30.9,5.8,Tesla Model 3,Tesla Supercharger,Credit Card,1.5,False,1.84,43.2,50.9,3.5
1082,ST-024,Raleigh,2024-08-09 01:13:10,18.8,3.68,Rivian R1T,CHAdeMO,Credit Card,26.6,False,0.96,68.5,73.4,4.0
1083,ST-016,Seattle,2024-10-09 16:01:18,23.6,3.55,Tesla Model 3,Tesla Supercharger,Credit Card,10.8,False,1.07,21.4,26.1,3.5
1084,ST-009,Denver,2024-03-28 17:39:27,9.5,2.14,Hyundai Ioniq 5,CHAdeMO,Credit Card,22.6,False,0.51,72.6,75.5,3.0
1085,ST-010,Seattle,2024-01-13 10:49:18,16.5,2.49,BMW iX,CCS,RFID Card,-1.7,True,0.73,22.7,26.0,4.5
1086,ST-003,Denver,2025-02-09 21:11:52,29.1,6.3,Tesla Model Y,Tesla Supercharger,Credit Card,2.2,True,1.74,74.4,82.8,4.5
1087,ST-017,Nashville,2024-01-30 18:10:19,70.9,13.46,Hyundai Ioniq 5,CCS,Credit Card,,False,2.95,65.9,83.8,2.0
1088,ST-009,Denver,2024-03-31 06:14:22,49.2,10.28,Chevy Bolt,CCS,App,14.4,True,2.78,49.8,63.5,2.0
1089,ST-023,Nashville,2024-10-17 09:50:07,12.3,2.07,Chevy Bolt,CCS,RFID Card,6.7,False,0.52,57.4,60.2,5.0
1090,ST-008,Austin,2024-03-06 21:04:03,83.9,13.88,Hyundai Ioniq 5,CCS,Credit Card,8.4,False,3.01,25.3,43.8,4.0
1091,ST-014,Austin,2024-03-01 22:24:40,65.4,14.5,Ford Mustang Mach-E,CCS,App,17.5,False,3.06,77.5,96.8,3.5
1092,ST-005,Nashville,2025-03-01 07:58:05,45.4,8.67,Nissan Leaf,CHAdeMO,App,11.9,True,1.87,30.3,41.9,5.0
1093,ST-014,Austin,2025-03-04 00:12:07,10.7,2.0,Other,CCS,App,7.8,False,0.44,21.5,24.2,
1094,ST-016,Seattle,2024-08-06 15:30:47,14.5,2.02,Nissan Leaf,CCS,App,21.0,False,0.66,23.5,26.2,4.0
1095,ST-016,Seattle,2025-01-29 00:03:40,34.0,8.51,Tesla Model Y,Tesla Supercharger,App,8.5,False,2.63,73.3,84.6,4.0
1096,ST-004,Seattle,2025-03-08 18:54:06,23.6,4.5,Other,CCS,Free/Promotional,20.0,True,1.31,35.5,41.5,3.0
1097,ST-025,Portland,2025-04-03 05:01:33,24.8,3.46,Tesla Model 3,Tesla Supercharger,App,12.5,False,0.96,20.1,24.7,4.0
1098,ST-024,Raleigh,2024-05-23 07:16:57,10.1,2.0,Ford Mustang Mach-E,CHAdeMO,App,33.4,False,0.53,74.1,76.8,5.0
1099,ST-022,Seattle,2024-03-05 21:59:26,8.8,2.0,Hyundai Ioniq 5,J1772,Credit Card,6.4,False,0.66,43.8,46.5,5.0
1100,ST-018,Raleigh,2024-06-22 19:20:56,21.3,2.9,Nissan Leaf,CCS,RFID Card,23.0,True,0.72,26.5,30.4,4.0
1101,ST-016,Seattle,2025-06-15 07:46:16,96.4,13.95,Rivian R1T,CHAdeMO,RFID Card,29.8,True,4.03,46.2,64.8,5.0
1102,ST-011,Nashville,2024-05-25 18:26:56,36.5,4.93,Tesla Model Y,Tesla Supercharger,RFID Card,32.8,True,1.1,30.0,36.6,
1103,ST-023,Nashville,2025-02-18 23:14:10,49.5,12.38,Tesla Model 3,Tesla Supercharger,RFID Card,9.5,False,3.18,47.2,63.7,4.0
1104,ST-019,Portland,2024-06-13 12:47:37,42.5,8.18,Rivian R1T,CCS,Credit Card,32.1,False,2.12,20.9,31.8,3.0
1105,ST-022,Seattle,2024-11-25 11:16:26,65.6,14.46,Tesla Model 3,J1772,Credit Card,2.4,False,4.76,15.3,34.6,4.0
1106,ST-012,Raleigh,2024-10-16 20:15:48,41.3,7.21,Other,CCS,RFID Card,14.2,False,1.9,30.4,40.0,4.0
1107,ST-012,Raleigh,2024-12-23 03:21:28,36.5,5.76,Tesla Model 3,Tesla Supercharger,Credit Card,4.0,False,1.56,45.2,52.9,4.5
1108,ST-012,Raleigh,2024-01-17 19:50:12,36.5,6.98,Nissan Leaf,CCS,RFID Card,-0.3,False,1.82,65.4,74.7,4.0
1109,ST-024,Raleigh,2025-05-12 00:55:25,44.7,9.25,Hyundai Ioniq 5,J1772,App,21.2,False,2.28,42.8,55.1,4.0
1110,ST-018,Raleigh,2024-01-26 22:37:08,17.2,3.61,Nissan Leaf,CHAdeMO,Free/Promotional,-2.2,False,0.98,71.7,76.5,3.5
1111,ST-006,Raleigh,2024-06-26 21:36:55,113.8,15.96,Rivian R1T,CHAdeMO,RFID Card,29.8,False,3.94,84.5,100.0,4.5
1112,ST-021,Denver,2024-03-16 23:13:51,121.3,26.94,Other,CHAdeMO,,12.1,True,6.52,53.0,88.9,3.5
1113,ST-004,Seattle,2024-10-28 17:46:07,22.4,77.91,Tesla Model Y,Tesla Supercharger,RFID Card,7.7,False,21.46,27.4,100.0,4.0
1114,ST-006,Raleigh,2024-04-01 13:47:39,110.3,15.54,Nissan Leaf,CCS,Credit Card,14.2,False,3.55,37.1,57.8,2.0
1115,ST-021,Denver,2024-11-02 13:45:25,29.3,6.06,Hyundai Ioniq 5,CHAdeMO,Credit Card,-0.8,True,1.5,67.3,75.4,
1116,ST-010,Seattle,2024-11-14 16:18:16,66.7,12.98,Tesla Model Y,Tesla Supercharger,Credit Card,,False,4.24,81.6,98.9,2.5
1117,ST-015,Denver,2024-08-16 22:31:12,16.9,3.83,Tesla Model Y,Tesla Supercharger,Credit Card,22.3,False,1.04,36.6,41.7,4.0
1118,ST-020,Austin,2025-01-14 01:36:53,36.9,9.61,Rivian R1T,CCS,RFID Card,5.2,False,2.27,10.3,23.1,4.5
1119,ST-015,Denver,2024-01-31 13:08:01,8.4,2.0,Tesla Model Y,Tesla Supercharger,App,,False,0.57,48.3,51.0,4.5
1120,ST-012,Raleigh,2024-01-12 13:07:24,26.8,4.25,Tesla Model 3,Tesla Supercharger,Credit Card,3.9,False,0.96,76.1,81.8,4.0
1121,ST-007,Portland,2024-02-06 07:57:03,5.7,2.0,BMW iX,CCS,App,,False,0.55,46.3,49.0,4.0
1122,ST-009,Denver,2024-02-28 06:44:51,12.6,3.03,BMW iX,CCS,App,11.3,False,0.83,68.7,72.7,4.5
1123,ST-021,Denver,2024-01-14 02:03:26,18.3,4.78,Nissan Leaf,J1772,RFID Card,0.6,True,1.2,40.4,46.8,1.5
1124,ST-004,Seattle,2024-05-30 01:28:45,37.5,7.99,Tesla Model 3,Tesla Supercharger,Credit Card,27.0,False,2.31,64.2,74.9,4.0
1125,ST-018,Raleigh,2024-01-20 13:41:00,24.3,3.94,Tesla Model Y,Tesla Supercharger,App,9.8,True,1.01,47.5,52.8,1.0
1126,ST-009,Denver,2024-11-04 11:06:46,21.9,4.24,Nissan Leaf,CHAdeMO,Credit Card,2.7,False,1.16,69.1,74.8,3.5
1127,ST-006,Raleigh,2025-02-28 11:06:46,12.2,2.76,Rivian R1T,J1772,RFID Card,4.4,False,0.66,71.4,75.1,3.5
1128,ST-014,Austin,2024-02-22 15:06:25,65.4,14.37,Ford Mustang Mach-E,J1772,App,8.9,False,3.44,45.2,64.4,3.5
1129,ST-021,Denver,2024-02-10 12:01:36,43.6,7.06,Ford Mustang Mach-E,J1772,RFID Card,0.6,True,1.79,34.9,44.3,2.5
1130,ST-011,Nashville,2024-08-31 19:35:37,55.2,8.91,Other,CCS,Credit Card,21.7,True,2.24,64.8,76.7,4.0
1131,ST-006,Raleigh,2024-08-07 17:14:16,29.6,4.9,Tesla Model Y,Tesla Supercharger,App,,False,1.12,76.6,83.1,3.5
1132,ST-016,Seattle,2024-02-09 05:09:26,36.2,8.03,Other,CCS,App,3.8,False,2.3,70.5,81.2,3.5
1133,ST-015,Denver,2024-01-23 17:18:43,33.1,7.99,Tesla Model Y,J1772,App,5.3,False,2.06,66.7,77.4,
1134,ST-025,Portland,2025-02-10 04:38:39,18.3,4.07,Tesla Model Y,Tesla Supercharger,Credit Card,2.6,False,1.22,82.3,87.7,1.0
1135,ST-008,Austin,2025-02-26 10:50:08,15.8,3.14,Other,CCS,App,13.9,False,0.62,26.5,30.7,4.0
1136,ST-015,Denver,2024-05-27 22:45:14,39.8,5.58,Hyundai Ioniq 5,J1772,App,34.4,False,1.46,74.9,82.3,5.0
1137,ST-005,Nashville,2025-03-11 10:34:55,32.3,4.85,Tesla Model 3,J1772,RFID Card,7.8,False,1.11,82.9,89.4,5.0
1138,ST-021,Denver,2024-09-18 17:39:31,74.3,12.69,Hyundai Ioniq 5,CCS,Credit Card,16.7,False,3.49,71.3,88.2,4.0
1139,ST-001,Portland,2024-02-19 09:08:07,140.6,26.95,Tesla Model 3,Tesla Supercharger,RFID Card,3.5,False,7.9,52.2,88.1,3.5
1140,ST-009,Denver,2024-03-09 16:34:30,80.5,13.46,Rivian R1T,CHAdeMO,App,9.1,True,3.62,11.4,29.3,3.5
1141,ST-009,Denver,2024-05-04 01:44:10,15.3,2.35,Nissan Leaf,CCS,App,23.0,True,0.61,84.6,87.7,4.0
1142,ST-004,Seattle,2024-12-19 18:43:00,415.8,80.0,Other,CCS,RFID Card,5.7,False,23.63,40.4,100.0,5.0
1143,ST-011,Nashville,2024-08-21 05:19:30,17.9,2.44,Tesla Model Y,Tesla Supercharger,RFID Card,28.6,False,0.6,76.6,79.9,3.0
1144,ST-019,Portland,2025-02-05 20:43:07,38.4,6.09,Tesla Model 3,Tesla Supercharger,RFID Card,,False,1.81,8.1,16.2,
1145,ST-011,Nashville,2024-01-28 08:35:53,25.1,3.8,Hyundai Ioniq 5,CHAdeMO,Credit Card,8.7,True,0.9,28.9,34.0,4.5
1146,ST-008,Austin,2025-06-24 17:10:30,20.9,3.85,Chevy Bolt,CCS,Credit Card,30.1,False,0.81,12.4,17.5,4.0
1147,ST-021,Denver,2024-07-20 07:55:35,28.8,5.1,Other,CCS,Credit Card,25.6,True,1.42,84.8,91.6,5.0
1148,ST-002,Austin,2025-01-04 23:32:32,34.7,8.3,Rivian R1T,CCS,Credit Card,-0.4,True,1.95,24.8,35.9,5.0
1149,ST-015,Denver,2024-01-29 08:15:21,17.4,4.17,Hyundai Ioniq 5,CCS,,-8.4,False,1.13,61.5,67.1,4.5
1150,ST-004,Seattle,2024-04-25 19:58:46,29.0,5.43,BMW iX,J1772,App,23.4,False,1.62,79.7,86.9,4.5
1151,ST-019,Portland,2024-01-21 10:15:14,60.8,14.9,Nissan Leaf,J1772,Credit Card,-2.5,True,4.34,26.7,46.6,4.5
1152,ST-022,Seattle,2025-05-07 18:47:49,27.7,4.61,Tesla Model 3,Tesla Supercharger,Credit Card,29.7,False,1.31,73.2,79.3,5.0
1153,ST-017,Nashville,2024-11-23 10:24:28,15.3,3.46,Chevy Bolt,CCS,Credit Card,,True,0.86,46.1,50.7,3.5
1154,ST-021,Denver,2024-09-04 11:46:48,181.9,25.36,Tesla Model Y,Tesla Supercharger,Credit Card,22.8,False,6.08,78.7,100.0,4.0
1155,ST-005,Nashville,2025-04-10 22:59:37,20.8,4.7,Other,CCS,App,15.9,False,1.13,51.4,57.7,
1156,ST-023,Nashville,2025-04-03 04:32:03,161.2,36.32,Chevy Bolt,CCS,App,,False,8.75,23.8,72.2,4.5
1157,ST-019,Portland,2025-03-17 20:00:26,19.4,4.51,Tesla Model 3,Tesla Supercharger,App,19.8,False,1.26,82.9,88.9,4.5
1158,ST-016,Seattle,2024-07-28 07:13:07,21.4,3.71,Other,CHAdeMO,App,27.3,True,1.18,79.8,84.7,
1159,ST-006,Raleigh,2024-09-20 11:37:48,108.4,23.85,Tesla Model 3,Tesla Supercharger,RFID Card,18.1,False,6.26,36.0,67.8,5.0
1160,ST-002,Austin,2024-04-09 15:30:57,19.1,3.95,Tesla Model 3,Tesla Supercharger,Credit Card,22.5,False,0.94,59.2,64.5,4.5
1161,ST-015,Denver,2024-03-06 08:11:21,23.9,6.24,Tesla Model Y,Tesla Supercharger,Credit Card,12.9,False,1.7,34.4,42.7,5.0
1162,ST-001,Portland,2025-02-18 18:25:08,15.1,3.21,Hyundai Ioniq 5,CCS,RFID Card,18.4,False,0.95,34.7,39.0,4.0
1163,ST-010,Seattle,2024-03-14 05:10:32,27.9,4.82,Nissan Leaf,CHAdeMO,,4.5,False,1.57,11.0,17.4,3.5
1164,ST-017,Nashville,2024-12-22 09:58:30,32.2,6.46,Rivian R1T,J1772,App,2.4,True,1.65,36.7,45.3,5.0
1165,ST-012,Raleigh,2024-02-03 02:27:21,133.2,32.03,Nissan Leaf,CHAdeMO,Credit Card,14.7,True,8.64,59.5,100.0,
1166,ST-001,Portland,2025-03-13 21:44:49,30.4,7.8,Rivian R1T,CHAdeMO,Credit Card,6.8,False,2.3,75.3,85.7,3.0
1167,ST-014,Austin,2024-06-29 06:53:33,31.8,7.02,Nissan Leaf,CCS,Credit Card,19.6,True,1.41,65.4,74.8,2.0
1168,ST-015,Denver,2024-03-09 19:26:57,19.5,4.04,Other,CCS,App,4.9,True,0.95,34.3,39.7,4.5
1169,ST-014,Austin,2025-02-04 15:06:20,61.0,13.79,Nissan Leaf,J1772,RFID Card,8.3,False,2.83,16.8,35.2,
1170,ST-019,Portland,2025-06-29 07:31:59,33.6,4.76,Hyundai Ioniq 5,CCS,App,30.5,True,1.25,63.6,69.9,5.0
1171,ST-019,Portland,2024-01-27 14:08:41,21.9,3.33,Tesla Model Y,Tesla Supercharger,RFID Card,1.1,True,0.99,27.6,32.0,4.0
1172,ST-010,Seattle,2024-01-10 01:15:42,28.1,7.03,BMW iX,J1772,Credit Card,-1.6,False,2.07,36.6,46.0,
1173,ST-018,Raleigh,2025-02-06 08:55:20,9.3,2.0,Ford Mustang Mach-E,J1772,App,7.1,False,0.49,7.9,10.6,4.5
1174,ST-024,Raleigh,2025-04-02 12:53:34,28.2,3.8,Tesla Model 3,Tesla Supercharger,App,15.3,False,1.01,70.0,75.1,5.0
1175,ST-020,Austin,2024-05-04 15:01:32,35.7,75.07,Rivian R1T,J1772,App,29.4,True,17.14,15.4,100.0,4.0
1176,ST-024,Raleigh,2024-07-14 09:24:42,112.6,24.79,Hyundai Ioniq 5,CCS,App,26.0,True,5.63,42.2,75.3,2.5
1177,ST-003,Denver,2024-12-12 10:27:15,26.4,5.66,BMW iX,CHAdeMO,App,6.3,False,1.55,48.2,55.7,3.0
1178,ST-006,Raleigh,2025-02-21 06:27:45,81.4,12.33,Rivian R1T,CCS,RFID Card,10.1,False,3.31,10.8,27.2,3.5
1179,ST-004,Seattle,2024-01-01 16:20:43,21.4,3.59,Other,CCS,App,5.6,False,0.98,16.2,21.0,3.0
1180,ST-018,Raleigh,2025-01-12 05:13:43,24.1,5.58,Tesla Model Y,Tesla Supercharger,RFID Card,-1.8,True,1.31,33.4,40.8,2.0
1181,ST-007,Portland,2024-10-24 06:48:02,37.3,5.7,Chevy Bolt,CCS,RFID Card,10.1,False,1.57,77.1,84.7,4.0
1182,ST-014,Austin,2024-10-25 14:40:22,40.6,9.02,Tesla Model 3,Tesla Supercharger,Credit Card,11.5,False,1.87,78.2,90.2,4.0
1183,ST-025,Portland,2025-01-31 22:32:14,50.0,12.43,Ford Mustang Mach-E,J1772,RFID Card,6.5,False,3.23,13.2,29.8,4.0
1184,ST-001,Portland,2024-01-24 02:57:41,27.9,6.92,Nissan Leaf,CCS,Free/Promotional,6.4,False,1.8,32.0,41.2,3.5
1185,ST-006,Raleigh,2024-12-20 11:33:04,18.9,3.98,Hyundai Ioniq 5,CHAdeMO,RFID Card,1.7,False,1.09,29.4,34.7,4.0
1186,ST-009,Denver,2024-06-29 18:49:35,21.6,4.59,Tesla Model Y,Tesla Supercharger,RFID Card,32.0,True,1.3,22.4,28.5,4.0
1187,ST-016,Seattle,2025-02-04 11:43:02,14.5,2.61,Rivian R1T,CHAdeMO,RFID Card,14.1,False,0.85,62.0,65.5,4.5
1188,ST-005,Nashville,2024-10-09 06:41:53,9.8,2.27,Tesla Model Y,Tesla Supercharger,App,13.0,False,0.58,83.4,86.4,4.5
1189,ST-011,Nashville,2024-07-30 13:31:00,32.4,7.27,Ford Mustang Mach-E,CCS,App,26.1,False,1.74,66.6,76.3,4.0
1190,ST-010,Seattle,2024-11-27 12:42:07,20.2,3.79,Other,CCS,Free/Promotional,2.7,False,1.23,43.6,48.7,4.5
1191,ST-019,Portland,2024-12-17 13:12:30,78.3,17.14,Hyundai Ioniq 5,CCS,Free/Promotional,6.9,False,4.72,80.3,100.0,5.0
1192,ST-025,Portland,2025-03-07 17:49:49,30.3,5.47,Tesla Model 3,Tesla Supercharger,Credit Card,11.3,False,1.64,23.5,30.8,4.5
1193,ST-025,Portland,2025-02-11 12:51:43,28.9,7.06,Hyundai Ioniq 5,CCS,Free/Promotional,10.9,False,1.89,56.6,66.0,2.0
1194,ST-008,Austin,2024-04-15 03:19:13,11.2,2.0,Other,CCS,App,19.7,False,0.46,39.4,42.1,3.5
1195,ST-012,Raleigh,2025-04-14 00:06:41,69.5,12.39,Tesla Model 3,Tesla Supercharger,Credit Card,22.6,False,3.27,48.5,65.0,2.5
1196,ST-011,Nashville,2024-12-22 06:36:41,75.0,16.49,Tesla Model 3,Tesla Supercharger,Free/Promotional,2.4,True,3.83,47.8,69.8,2.0
1197,ST-014,Austin,2025-01-01 06:43:43,37.4,5.88,Tesla Model 3,Tesla Supercharger,App,-2.8,False,1.19,34.8,42.6,4.0
1198,ST-001,Portland,2024-01-30 03:31:00,26.7,5.23,Hyundai Ioniq 5,CCS,App,3.1,False,1.39,25.1,32.1,3.5
1199,ST-015,Denver,2024-07-03 16:15:22,26.6,4.25,BMW iX,CCS,App,25.1,False,1.16,23.0,28.7,3.5
1200,ST-014,Austin,2025-03-13 16:33:58,71.3,14.61,Ford Mustang Mach-E,CCS,App,8.3,False,3.01,30.7,50.2,4.5
1201,ST-009,Denver,2024-08-14 00:13:52,25.0,3.44,Hyundai Ioniq 5,CHAdeMO,App,25.7,False,0.94,35.6,40.2,
1202,ST-018,Raleigh,2024-01-18 08:22:21,30.2,5.11,Tesla Model 3,Tesla Supercharger,Free/Promotional,-4.0,False,1.4,26.2,33.0,3.0
1203,ST-001,Portland,2024-08-19 09:31:24,13.0,2.62,Tesla Model Y,Tesla Supercharger,RFID Card,25.8,False,0.75,13.4,16.9,3.5
1204,ST-018,Raleigh,2025-05-04 00:23:58,30.5,5.14,Chevy Bolt,J1772,Credit Card,28.3,True,1.3,62.1,69.0,4.5
1205,ST-002,Austin,2024-03-04 01:22:54,51.9,10.43,Hyundai Ioniq 5,CHAdeMO,App,12.2,False,2.48,63.1,77.0,3.0
1206,ST-015,Denver,2024-02-13 16:57:56,38.0,6.83,Chevy Bolt,CCS,Credit Card,7.3,False,1.64,27.1,36.2,
1207,ST-006,Raleigh,2024-10-19 16:38:07,65.5,13.17,Tesla Model 3,Tesla Supercharger,App,12.6,True,3.29,37.0,54.6,4.0
1208,ST-002,Austin,2024-04-06 11:43:31,45.7,8.16,Chevy Bolt,CHAdeMO,Credit Card,21.2,True,1.68,54.4,65.3,
1209,ST-016,Seattle,2025-01-27 19:50:33,39.8,8.93,Tesla Model 3,Tesla Supercharger,Credit Card,3.4,False,2.69,59.7,71.6,3.5
1210,ST-005,Nashville,2024-11-05 13:09:10,15.3,3.29,Tesla Model 3,Tesla Supercharger,RFID Card,,False,0.84,7.8,12.2,3.5
1211,ST-015,Denver,2025-05-17 06:29:15,87.2,12.9,Rivian R1T,CCS,,20.9,True,3.33,60.3,77.5,4.0
1212,ST-001,Portland,2025-04-24 08:27:33,21.0,2.86,Tesla Model 3,Tesla Supercharger,Credit Card,29.2,False,0.85,59.3,63.1,5.0
1213,ST-004,Seattle,2025-03-13 06:37:16,59.4,15.46,Tesla Model Y,Tesla Supercharger,RFID Card,13.6,False,5.0,68.5,89.1,5.0
1214,ST-008,Austin,2024-12-13 09:00:56,65.0,10.97,Tesla Model 3,CCS,RFID Card,0.1,False,2.31,10.1,24.7,4.5
1215,ST-016,Seattle,2024-01-03 14:07:52,9.5,2.41,Chevy Bolt,CCS,Free/Promotional,,False,0.75,58.8,62.0,3.5
1216,ST-020,Austin,2024-05-05 01:03:18,19.5,3.73,Nissan Leaf,CCS,App,26.8,True,0.82,61.8,66.8,
1217,ST-001,Portland,2024-07-08 11:17:30,33.2,6.6,Tesla Model Y,Tesla Supercharger,RFID Card,26.0,False,1.85,51.8,60.6,
1218,ST-019,Portland,2024-03-10 22:48:03,98.1,21.73,Tesla Model 3,Tesla Supercharger,App,6.8,True,6.12,68.8,97.8,1.5
1219,ST-017,Nashville,2024-08-27 08:36:48,17.8,3.76,Tesla Model 3,Tesla Supercharger,RFID Card,21.4,False,0.95,57.6,62.6,3.0
1220,ST-017,Nashville,2024-04-09 16:07:49,19.9,4.09,BMW iX,CHAdeMO,App,19.2,False,1.0,71.3,76.8,5.0
1221,ST-010,Seattle,2024-09-02 11:16:45,453.1,80.0,Rivian R1T,CHAdeMO,App,,False,21.78,35.0,100.0,3.0
1222,ST-022,Seattle,2024-09-05 03:16:32,18.2,2.6,Hyundai Ioniq 5,CCS,App,16.6,False,0.77,57.7,61.2,4.0
1223,ST-008,Austin,2025-06-21 00:10:46,41.8,8.48,Rivian R1T,CHAdeMO,App,32.7,True,1.94,49.6,60.9,4.0
1224,ST-019,Portland,2024-12-02 10:14:07,14.9,2.68,Chevy Bolt,CCS,App,8.6,False,0.78,55.7,59.3,2.5
1225,ST-019,Portland,2024-05-07 13:47:31,140.5,19.01,Nissan Leaf,CHAdeMO,RFID Card,15.8,False,5.17,61.1,86.4,4.5
1226,ST-024,Raleigh,2024-12-13 02:21:40,21.4,5.59,Tesla Model 3,Tesla Supercharger,Free/Promotional,-7.2,False,1.27,37.9,45.4,4.0
1227,ST-018,Raleigh,2025-04-08 19:00:02,471.9,80.0,Tesla Model Y,Tesla Supercharger,App,24.1,False,18.77,82.7,100.0,1.0
